V01146.1	EMBL	region	1	39937	.	+	.	ID=id0;Dbxref=taxon:10760;gb-acronym=T7;gbkey=Src;mol_type=genomic DNA	2259123
V01146.1	EMBL	promoter	224	224	.	+	.	ID=id1;Note=E. coli promoter A0 (leftward);gbkey=promoter	1184
V01146.1	EMBL	promoter	405	405	.	+	.	ID=id2;Note=T7 promoter phiOL;gbkey=promoter	873
V01146.1	EMBL	promoter	498	498	.	+	.	ID=id3;Note=E. coli promoter A1;gbkey=promoter	737
V01146.1	EMBL	promoter	626	626	.	+	.	ID=id4;Note=E. coli promoter A2;gbkey=promoter	2364
V01146.1	EMBL	promoter	750	750	.	+	.	ID=id5;Note=E. coli promoter A3;gbkey=promoter	4644
V01146.1	EMBL	sequence_secondary_structure	890	890	.	+	.	ID=id6;Note=RNase III site R0.3;gbkey=misc_structure	11
V01146.1	EMBL	mRNA	891	1468	.	+	.	ID=rna0;gbkey=mRNA;product=0.3 mRNA	11146
V01146.1	EMBL	exon	891	1468	.	+	.	ID=id7;Parent=rna0;gbkey=mRNA;product=0.3 mRNA	11146
V01146.1	EMBL	CDS	925	1278	.	+	0	ID=cds0;Parent=rna0;Dbxref=InterPro:IPR014798,PDB:1S7Z,UniProtKB/Swiss-Prot:P03775,NCBI_GP:CAA24384.1;Name=CAA24384.1;Note=gene 0.3%2C inhibits EcoB and EcoK host restriction;gbkey=CDS;product=CAA24384.1;protein_id=CAA24384.1;transl_table=11	7910
V01146.1	EMBL	CDS	1278	1433	.	+	0	ID=cds1;Parent=rna0;Dbxref=UniProtKB/Swiss-Prot:P03776,NCBI_GP:CAA24385.1;Name=CAA24385.1;Note=gene 0.4;gbkey=CDS;product=CAA24385.1;protein_id=CAA24385.1;transl_table=11	5357
V01146.1	EMBL	sequence_secondary_structure	1468	1468	.	+	.	ID=id8;Note=RNase III site R0.5;gbkey=misc_structure	37
V01146.1	EMBL	mRNA	1469	3138	.	+	.	ID=rna1;gbkey=mRNA;product=0.7 mRNA	5072
V01146.1	EMBL	exon	1469	3138	.	+	.	ID=id9;Parent=rna1;gbkey=mRNA;product=0.7 mRNA	5072
V01146.1	EMBL	CDS	1496	1639	.	+	0	ID=cds2;Parent=rna1;Dbxref=UniProtKB/Swiss-Prot:P03777,NCBI_GP:CAA24386.1;Name=CAA24386.1;Note=gene 0.5;gbkey=CDS;product=CAA24386.1;protein_id=CAA24386.1;transl_table=11	168
V01146.1	EMBL	CDS	1636	1797	.	+	0	ID=cds3;Parent=rna1;Dbxref=UniProtKB/Swiss-Prot:P03778,NCBI_GP:CAA24387.1;Name=CAA24387.1;Note=gene 0.6A;gbkey=CDS;product=CAA24387.1;protein_id=CAA24387.1;transl_table=11	852
V01146.1	EMBL	CDS	2021	3100	.	+	0	ID=cds4;Parent=rna1;Dbxref=GOA:P00513,InterPro:IPR014374,UniProtKB/Swiss-Prot:P00513,NCBI_GP:CAA24389.1;Name=CAA24389.1;Note=gene 0.7%2C protein kinase;gbkey=CDS;product=CAA24389.1;protein_id=CAA24389.1;transl_table=11	3395
V01146.1	EMBL	promoter	1514	1514	.	+	.	ID=id10;Note=E. coli B promoter;gbkey=promoter	25
V01146.1	EMBL	CDS	1636	1794	.	+	0	ID=cds5;Dbxref=UniProtKB/Swiss-Prot:P03778,NCBI_GP:CAA24388.1;Name=CAA24388.1;Note=possible gene 0.6B;gbkey=CDS;product=CAA24388.1;protein_id=CAA24388.1;transl_table=11	852
V01146.1	EMBL	CDS	1796	1972	.	+	0	ID=cds5;Dbxref=UniProtKB/Swiss-Prot:P03778,NCBI_GP:CAA24388.1;Name=CAA24388.1;Note=possible gene 0.6B;gbkey=CDS;product=CAA24388.1;protein_id=CAA24388.1;transl_table=11	958
V01146.1	EMBL	promoter	3113	3113	.	+	.	ID=id11;Note=E. coli C promoter;gbkey=promoter	8
V01146.1	EMBL	sequence_secondary_structure	3138	3138	.	+	.	ID=id12;Note=RNase III site R1;gbkey=misc_structure	19
V01146.1	EMBL	mRNA	3139	5887	.	+	.	ID=rna2;gbkey=mRNA;product=1 mRNA	19542
V01146.1	EMBL	exon	3139	5887	.	+	.	ID=id13;Parent=rna2;gbkey=mRNA;product=1 mRNA	19542
V01146.1	EMBL	CDS	3171	5822	.	+	0	ID=cds6;Parent=rna2;Dbxref=GOA:P00573,InterPro:IPR002092,PDB:1ARO,PDB:1CEZ,PDB:1H38,PDB:1MSW,PDB:1QLN,PDB:1S0V,PDB:1S76,PDB:1S77,PDB:2PI4,PDB:2PI5,PDB:3E2E,PDB:3E3J,PDB:4RNP,UniProtKB/Swiss-Prot:P00573,NCBI_GP:CAA24390.1;Name=CAA24390.1;Note=gene 1%2C T7 RNA polymerase;gbkey=CDS;product=CAA24390.1;protein_id=CAA24390.1;transl_table=11	19515
V01146.1	EMBL	promoter	5848	5848	.	+	.	ID=id14;Note=T7 promoter phi1.1A;gbkey=promoter	1393
V01146.1	EMBL	sequence_secondary_structure	5887	5887	.	+	.	ID=id15;Note=RNase III site R1.1;gbkey=misc_structure	9
V01146.1	EMBL	mRNA	5888	6448	.	+	.	ID=rna3;gbkey=mRNA;product=1.1 mRNA	18189
V01146.1	EMBL	exon	5888	6448	.	+	.	ID=id16;Parent=rna3;gbkey=mRNA;product=1.1 mRNA	18189
V01146.1	EMBL	CDS	6007	6135	.	+	0	ID=cds7;Parent=rna3;Dbxref=InterPro:IPR013232,UniProtKB/Swiss-Prot:P03779,NCBI_GP:CAA24391.1;Name=CAA24391.1;Note=gene 1.1;gbkey=CDS;product=CAA24391.1;protein_id=CAA24391.1;transl_table=11	3758
V01146.1	EMBL	CDS	6137	6394	.	+	0	ID=cds8;Parent=rna3;Dbxref=GOA:P03780,InterPro:IPR020147,UniProtKB/Swiss-Prot:P03780,NCBI_GP:CAA24392.1;Name=CAA24392.1;Note=gene 1.2%2C inhibits host dGTP triphosphohydrolase [8] /target for F plasmid exclusion [11];gbkey=CDS;product=CAA24392.1;protein_id=CAA24392.1;transl_table=11	17357
V01146.1	EMBL	promoter	5923	5923	.	+	.	ID=id17;Note=T7 promoter phi1.1B;gbkey=promoter	1
V01146.1	EMBL	promoter	6409	6409	.	+	.	ID=id18;Note=T7 promoter phi1.3;gbkey=promoter	4684
V01146.1	EMBL	sequence_secondary_structure	6448	6448	.	+	.	ID=id19;Note=RNase III site R1.3;gbkey=misc_structure	96
V01146.1	EMBL	mRNA	6449	7588	.	+	.	ID=rna4;gbkey=mRNA;product=1.3 mRNA	25804
V01146.1	EMBL	exon	6449	7588	.	+	.	ID=id20;Parent=rna4;gbkey=mRNA;product=1.3 mRNA	25804
V01146.1	EMBL	CDS	6475	7554	.	+	0	ID=cds9;Parent=rna4;Dbxref=GOA:P00969,InterPro:IPR012310,InterPro:IPR012340,InterPro:IPR016027,InterPro:IPR016059,InterPro:IPR016306,PDB:1A0I,UniProtKB/Swiss-Prot:P00969,NCBI_GP:CAA24393.1;Name=CAA24393.1;Note=gene 1.3%2C DNA ligase;gbkey=CDS;product=CAA24393.1;protein_id=CAA24393.1;transl_table=11	25557
V01146.1	EMBL	terminator	7588	7588	.	+	.	ID=id21;Note=E. coli transcription terminator TE;gbkey=terminator	1675
V01146.1	EMBL	CDS	7608	7763	.	+	0	ID=cds10;Dbxref=UniProtKB/Swiss-Prot:P03791,NCBI_GP:CAA24394.1;Name=CAA24394.1;Note=gene 1.4;gbkey=CDS;product=CAA24394.1;protein_id=CAA24394.1;transl_table=11	2174
V01146.1	EMBL	promoter	7778	7778	.	+	.	ID=id22;Note=T7 promoter phi1.5;gbkey=promoter	463
V01146.1	EMBL	CDS	7791	7880	.	+	0	ID=cds11;Dbxref=UniProtKB/Swiss-Prot:P03792,NCBI_GP:CAA24395.1;Name=CAA24395.1;Note=gene 1.5;gbkey=CDS;product=CAA24395.1;protein_id=CAA24395.1;transl_table=11	2620
V01146.1	EMBL	promoter	7895	7895	.	+	.	ID=id23;Note=T7 promoter phi1.6;gbkey=promoter	1222
V01146.1	EMBL	CDS	7906	8166	.	+	0	ID=cds12;Dbxref=InterPro:IPR018015,UniProtKB/Swiss-Prot:P03793,NCBI_GP:CAA24396.1;Name=CAA24396.1;Note=gene 1.6;gbkey=CDS;product=CAA24396.1;protein_id=CAA24396.1;transl_table=11	7305
V01146.1	EMBL	CDS	8166	8756	.	+	0	ID=cds13;Dbxref=InterPro:IPR021739,UniProtKB/Swiss-Prot:P03781,NCBI_GP:CAA24397.1;Name=CAA24397.1;Note=gene 1.7;gbkey=CDS;product=CAA24397.1;protein_id=CAA24397.1;transl_table=11	17322
V01146.1	EMBL	CDS	8749	8895	.	+	0	ID=cds14;Dbxref=UniProtKB/Swiss-Prot:P03794,NCBI_GP:CAA24398.1;Name=CAA24398.1;Note=gene 1.8;gbkey=CDS;product=CAA24398.1;protein_id=CAA24398.1;transl_table=11	3957
V01146.1	EMBL	CDS	8898	9092	.	+	0	ID=cds15;Dbxref=InterPro:IPR016412,PDB:2WNM,UniProtKB/Swiss-Prot:P03704,NCBI_GP:CAA24399.1;Name=CAA24399.1;Note=gene 2%2C inhibits E. coli RNA polymerase;gbkey=CDS;product=CAA24399.1;protein_id=CAA24399.1;transl_table=11	3663
V01146.1	EMBL	promoter	9107	9107	.	+	.	ID=id24;Note=T7 promoter phi2.5;gbkey=promoter	876
V01146.1	EMBL	CDS	9158	9856	.	+	0	ID=cds16;Dbxref=GOA:P03696,InterPro:IPR012340,InterPro:IPR016027,InterPro:IPR016411,PDB:1JE5,UniProtKB/Swiss-Prot:P03696,NCBI_GP:CAA24400.1;Name=CAA24400.1;Note=gene 2.5%2C single-stranded DNA-binding protein;gbkey=CDS;product=CAA24400.1;protein_id=CAA24400.1;transl_table=11	23063
V01146.1	EMBL	CDS	9857	10276	.	+	0	ID=cds17;Dbxref=UniProtKB/Swiss-Prot:P03795,NCBI_GP:CAA24401.1;Name=CAA24401.1;Note=gene 2.8;gbkey=CDS;product=CAA24401.1;protein_id=CAA24401.1;transl_table=11	29097
V01146.1	EMBL	CDS	10257	10706	.	+	0	ID=cds18;Dbxref=GOA:P00641,InterPro:IPR008029,InterPro:IPR011335,InterPro:IPR011578,PDB:1FZR,PDB:1M0D,PDB:1M0I,PDB:2PFJ,PDB:3CAE,UniProtKB/Swiss-Prot:P00641,NCBI_GP:CAA24402.1;Name=CAA24402.1;Note=gene 3%2C endonuclease;gbkey=CDS;product=CAA24402.1;protein_id=CAA24402.1;transl_table=11	34496
V01146.1	EMBL	CDS	10706	11161	.	+	0	ID=cds19;Dbxref=GOA:P00806,InterPro:IPR002502,InterPro:IPR015510,PDB:1ARO,PDB:1LBA,UniProtKB/Swiss-Prot:P00806,NCBI_GP:CAA24403.1;Name=CAA24403.1;Note=gene 3.5%2C lysozyme/inhibits T7 RNA polymerase [7];gbkey=CDS;product=CAA24403.1;protein_id=CAA24403.1;transl_table=11	52574
V01146.1	EMBL	promoter	11180	11180	.	+	.	ID=id25;Note=T7 promoter phi3.8;gbkey=promoter	882
V01146.1	EMBL	sequence_secondary_structure	11203	11203	.	+	.	ID=id26;Note=possible RNase III site R3.8;gbkey=misc_structure	32
V01146.1	EMBL	CDS	11225	11590	.	+	0	ID=cds20;Dbxref=GOA:P03797,InterPro:IPR002711,InterPro:IPR003615,UniProtKB/Swiss-Prot:P03797,NCBI_GP:CAA24404.1;Name=CAA24404.1;Note=gene 3.8;gbkey=CDS;product=CAA24404.1;protein_id=CAA24404.1;transl_table=11	3538
V01146.1	EMBL	CDS	11565	13265	.	+	0	ID=cds21;Dbxref=GOA:P03692,InterPro:IPR006171,InterPro:IPR007694,InterPro:IPR013237,PDB:1CR0,PDB:1CR1,PDB:1CR2,PDB:1CR4,PDB:1E0J,PDB:1E0K,PDB:1NUI,PDB:1Q57,UniProtKB/Swiss-Prot:P03692,NCBI_GP:CAA24405.1;Name=CAA24405.1;Note=gene 4A%2C primase/helicase [14%2C15];gbkey=CDS;product=CAA24405.1;protein_id=CAA24405.1;transl_table=11	34646
V01146.1	EMBL	CDS	11635	11757	.	+	0	ID=cds22;Dbxref=UniProtKB/Swiss-Prot:P03782,NCBI_GP:CAA24406.1;Name=CAA24406.1;Note=gene 4.1;gbkey=CDS;product=CAA24406.1;protein_id=CAA24406.1;transl_table=11	3854
V01146.1	EMBL	CDS	11754	13265	.	+	0	ID=cds23;Dbxref=GOA:P03692,InterPro:IPR006171,InterPro:IPR007694,InterPro:IPR013237,PDB:1CR0,PDB:1CR1,PDB:1CR2,PDB:1CR4,PDB:1E0J,PDB:1E0K,PDB:1NUI,PDB:1Q57,UniProtKB/Swiss-Prot:P03692,NCBI_GP:CAA24407.1;Name=CAA24407.1;Note=gene 4B/helicase [14%2C15];gbkey=CDS;product=CAA24407.1;protein_id=CAA24407.1;transl_table=11	31412
V01146.1	EMBL	promoter	12671	12671	.	+	.	ID=id27;Note=T7 promoter phi4c;gbkey=promoter	578
V01146.1	EMBL	CDS	12988	13326	.	+	0	ID=cds24;Dbxref=UniProtKB/Swiss-Prot:P03783,NCBI_GP:CAA24408.1;Name=CAA24408.1;Note=gene 4.2;gbkey=CDS;product=CAA24408.1;protein_id=CAA24408.1;transl_table=11	9745
V01146.1	EMBL	promoter	13341	13341	.	+	.	ID=id28;Note=T7 promoter phi4.3;gbkey=promoter	3072
V01146.1	EMBL	CDS	13352	13564	.	+	0	ID=cds25;Dbxref=UniProtKB/Swiss-Prot:P03784,NCBI_GP:CAA24409.1;Name=CAA24409.1;Note=gene 4.3;gbkey=CDS;product=CAA24409.1;protein_id=CAA24409.1;transl_table=11	10098
V01146.1	EMBL	CDS	13584	13853	.	+	0	ID=cds26;Dbxref=UniProtKB/Swiss-Prot:P03785,NCBI_GP:CAA24410.1;Name=CAA24410.1;Note=gene 4.5;gbkey=CDS;product=CAA24410.1;protein_id=CAA24410.1;transl_table=11	13107
V01146.1	EMBL	sequence_secondary_structure	13892	13892	.	+	.	ID=id29;Note=RNase III site R4.7;gbkey=misc_structure	10
V01146.1	EMBL	promoter	13915	13915	.	+	.	ID=id30;Note=T7 promoter phi4.7;gbkey=promoter	14
V01146.1	EMBL	CDS	13927	14334	.	+	0	ID=cds27;Dbxref=UniProtKB/Swiss-Prot:P03786,NCBI_GP:CAA24411.1;Name=CAA24411.1;Note=gene 4.7;gbkey=CDS;product=CAA24411.1;protein_id=CAA24411.1;transl_table=11	8315
V01146.1	EMBL	CDS	14353	16467	.	+	0	ID=cds28;Dbxref=GOA:P00581,InterPro:IPR001098,InterPro:IPR002298,InterPro:IPR012337,InterPro:IPR019760,PDB:1SKR,PDB:1SKS,PDB:1SKW,PDB:1SL0,PDB:1SL1,PDB:1SL2,PDB:1T7P,PDB:1T8E,PDB:1TK0,PDB:1TK5,PDB:1TK8,PDB:1TKD,PDB:1X9M,PDB:1X9S,PDB:1X9W,PDB:1ZYQ,PDB:2AJQ,UniProtKB/Swiss-Prot:P00581,NCBI_GP:CAA24412.1;Name=CAA24412.1;Note=gene 5%2C DNA polymerase;gbkey=CDS;product=CAA24412.1;protein_id=CAA24412.1;transl_table=11	66802
V01146.1	EMBL	CDS	16483	16839	.	+	0	ID=cds29;Dbxref=UniProtKB/Swiss-Prot:P03798,NCBI_GP:CAA24413.1;Name=CAA24413.1;Note=gene 5.3;gbkey=CDS;product=CAA24413.1;protein_id=CAA24413.1;transl_table=11	18677
V01146.1	EMBL	CDS	16851	17147	.	+	0	ID=cds30;Dbxref=InterPro:IPR022611,UniProtKB/Swiss-Prot:P03787,NCBI_GP:CAA24415.1;Name=CAA24415.1;Note=possible gene 5.5-5.7;gbkey=CDS;product=CAA24415.1;protein_id=CAA24415.1;transl_table=11	15412
V01146.1	EMBL	CDS	17147	17359	.	+	0	ID=cds30;Dbxref=InterPro:IPR022611,UniProtKB/Swiss-Prot:P03787,NCBI_GP:CAA24415.1;Name=CAA24415.1;Note=possible gene 5.5-5.7;gbkey=CDS;product=CAA24415.1;protein_id=CAA24415.1;transl_table=11	17012
V01146.1	EMBL	CDS	16851	17150	.	+	0	ID=cds31;Dbxref=InterPro:IPR022611,UniProtKB/Swiss-Prot:P03787,NCBI_GP:CAA24414.1;Name=CAA24414.1;Note=gene 5.5%2C permits growth on lambda lysogens [13] /binds host nucleoid protein H-NS [16];gbkey=CDS;product=CAA24414.1;protein_id=CAA24414.1;transl_table=11	15430
V01146.1	EMBL	CDS	17150	17359	.	+	0	ID=cds32;Dbxref=InterPro:IPR022611,UniProtKB/Swiss-Prot:P03787,NCBI_GP:CAA24416.1;Name=CAA24416.1;Note=gene 5.7;gbkey=CDS;product=CAA24416.1;protein_id=CAA24416.1;transl_table=11	16976
V01146.1	EMBL	CDS	17359	17517	.	+	0	ID=cds33;Dbxref=UniProtKB/Swiss-Prot:P20406,NCBI_GP:CAA24417.1;Name=CAA24417.1;Note=gene 5.9%2C inhibits host recBCD nuclease [13];gbkey=CDS;product=CAA24417.1;protein_id=CAA24417.1;transl_table=11	11132
V01146.1	EMBL	CDS	17504	18406	.	+	0	ID=cds34;Dbxref=GOA:P00638,InterPro:IPR020046,UniProtKB/Swiss-Prot:P00638,NCBI_GP:CAA24418.1;Name=CAA24418.1;Note=gene 6%2C exonuclease;gbkey=CDS;product=CAA24418.1;protein_id=CAA24418.1;transl_table=11	58126
V01146.1	EMBL	CDS	18394	18507	.	+	0	ID=cds35;Dbxref=UniProtKB/Swiss-Prot:P03799,NCBI_GP:CAA24419.1;Name=CAA24419.1;Note=gene 6.3;gbkey=CDS;product=CAA24419.1;protein_id=CAA24419.1;transl_table=11	12669
V01146.1	EMBL	promoter	18545	18545	.	+	.	ID=id31;Note=T7 promoter phi6.5;gbkey=promoter	3156
V01146.1	EMBL	sequence_secondary_structure	18563	18563	.	+	.	ID=id32;Note=RNase III site R6.5;gbkey=misc_structure	23
V01146.1	EMBL	CDS	18605	18859	.	+	0	ID=cds36;Dbxref=InterPro:IPR020121,UniProtKB/Swiss-Prot:P03800,NCBI_GP:CAA24420.1;Name=CAA24420.1;Note=gene 6.5;gbkey=CDS;product=CAA24420.1;protein_id=CAA24420.1;transl_table=11	19511
V01146.1	EMBL	CDS	18864	19130	.	+	0	ID=cds37;Dbxref=InterPro:IPR020134,UniProtKB/Swiss-Prot:P03801,NCBI_GP:CAA24421.1;Name=CAA24421.1;Note=gene 6.7;gbkey=CDS;product=CAA24421.1;protein_id=CAA24421.1;transl_table=11	28417
V01146.1	EMBL	CDS	19130	19531	.	+	0	ID=cds38;Dbxref=UniProtKB/Swiss-Prot:P03750,NCBI_GP:CAA24422.1;Name=CAA24422.1;Note=gene 7%2C host range;gbkey=CDS;product=CAA24422.1;protein_id=CAA24422.1;transl_table=11	33664
V01146.1	EMBL	CDS	19535	19834	.	+	0	ID=cds39;Dbxref=UniProtKB/Swiss-Prot:P03751,NCBI_GP:CAA24423.1;Name=CAA24423.1;Note=gene 7.3%2C host range;gbkey=CDS;product=CAA24423.1;protein_id=CAA24423.1;transl_table=11	31535
V01146.1	EMBL	CDS	19848	20240	.	+	0	ID=cds40;Dbxref=InterPro:IPR003615,UniProtKB/Swiss-Prot:P03796,NCBI_GP:CAA24424.1;Name=CAA24424.1;Note=gene 7.7;gbkey=CDS;product=CAA24424.1;protein_id=CAA24424.1;transl_table=11	41601
V01146.1	EMBL	CDS	20240	21850	.	+	0	ID=cds41;Dbxref=GOA:P03728,InterPro:IPR020991,UniProtKB/Swiss-Prot:P03728,NCBI_GP:CAA24425.1;Name=CAA24425.1;Note=gene 8%2C head-tail connector protein;gbkey=CDS;product=CAA24425.1;protein_id=CAA24425.1;transl_table=11	130262
V01146.1	EMBL	promoter	21865	21865	.	+	.	ID=id33;Note=T7 promoter phi9;gbkey=promoter	3621
V01146.1	EMBL	CDS	21950	22873	.	+	0	ID=cds42;Dbxref=GOA:P03716,InterPro:IPR008768,UniProtKB/Swiss-Prot:P03716,NCBI_GP:CAA24426.1;Name=CAA24426.1;Note=gene 9%2C scaffolding protein;gbkey=CDS;product=CAA24426.1;protein_id=CAA24426.1;transl_table=11	108472
V01146.1	EMBL	promoter	22904	22904	.	+	.	ID=id34;Note=T7 promoter phi10;gbkey=promoter	4504
V01146.1	EMBL	CDS	22967	23989	.	+	0	ID=cds43;Dbxref=GOA:P19727,UniProtKB/Swiss-Prot:P19727,NCBI_GP:CAA24428.1;Name=CAA24428.1;Note=gene 10B%2C minor capsid protein [12];gbkey=CDS;product=CAA24428.1;protein_id=CAA24428.1;transl_table=11	241522
V01146.1	EMBL	CDS	23989	24162	.	+	0	ID=cds43;Dbxref=GOA:P19727,UniProtKB/Swiss-Prot:P19727,NCBI_GP:CAA24428.1;Name=CAA24428.1;Note=gene 10B%2C minor capsid protein [12];gbkey=CDS;product=CAA24428.1;protein_id=CAA24428.1;transl_table=11	38328
V01146.1	EMBL	CDS	22967	24004	.	+	0	ID=cds44;Dbxref=GOA:P19726,UniProtKB/Swiss-Prot:P19726,NCBI_GP:CAA24427.1;Name=CAA24427.1;Note=gene 10A%2C major capsid protein;gbkey=CDS;product=CAA24427.1;protein_id=CAA24427.1;transl_table=11	244013
V01146.1	EMBL	terminator	24210	24210	.	+	.	ID=id35;Note=T7 transcription terminator Tphi;gbkey=terminator	243
V01146.1	EMBL	CDS	24228	24818	.	+	0	ID=cds45;Dbxref=UniProtKB/Swiss-Prot:P03746,NCBI_GP:CAA24429.1;Name=CAA24429.1;Note=gene 11%2C tail protein;gbkey=CDS;product=CAA24429.1;protein_id=CAA24429.1;transl_table=11	26292
V01146.1	EMBL	CDS	24842	27226	.	+	0	ID=cds46;Dbxref=UniProtKB/Swiss-Prot:P03747,NCBI_GP:CAA24430.1;Name=CAA24430.1;Note=gene 12%2C tail protein;gbkey=CDS;product=CAA24430.1;protein_id=CAA24430.1;transl_table=11	103106
V01146.1	EMBL	promoter	27274	27274	.	+	.	ID=id36;Note=T7 promoter phi13;gbkey=promoter	410
V01146.1	EMBL	sequence_secondary_structure	27281	27281	.	+	.	ID=id37;Note=possible RNase III site R13;gbkey=misc_structure	417
V01146.1	EMBL	CDS	27307	27723	.	+	0	ID=cds47;Dbxref=InterPro:IPR020335,UniProtKB/Swiss-Prot:P03723,NCBI_GP:CAA24431.1;Name=CAA24431.1;Note=gene 13%2C internal virion protein;gbkey=CDS;product=CAA24431.1;protein_id=CAA24431.1;transl_table=11	14398
V01146.1	EMBL	CDS	27728	28318	.	+	0	ID=cds48;Dbxref=UniProtKB/Swiss-Prot:P03724,NCBI_GP:CAA24432.1;Name=CAA24432.1;Note=gene 14%2C internal virion protein;gbkey=CDS;product=CAA24432.1;protein_id=CAA24432.1;transl_table=11	45178
V01146.1	EMBL	CDS	28325	30568	.	+	0	ID=cds49;Dbxref=UniProtKB/Swiss-Prot:P03725,NCBI_GP:CAA24433.1;Name=CAA24433.1;Note=gene 15%2C internal virion protein;gbkey=CDS;product=CAA24433.1;protein_id=CAA24433.1;transl_table=11	131773
V01146.1	EMBL	CDS	30595	34551	.	+	0	ID=cds50;Dbxref=GOA:P03726,InterPro:IPR000189,InterPro:IPR008258,UniProtKB/Swiss-Prot:P03726,NCBI_GP:CAA24434.1;Name=CAA24434.1;Note=gene 16%2C internal virion protein;gbkey=CDS;product=CAA24434.1;protein_id=CAA24434.1;transl_table=11	198559
V01146.1	EMBL	promoter	34566	34566	.	+	.	ID=id38;Note=T7 promoter phi17;gbkey=promoter	1124
V01146.1	EMBL	CDS	34624	36285	.	+	0	ID=cds51;Dbxref=InterPro:IPR005604,InterPro:IPR022246,UniProtKB/Swiss-Prot:P03748,NCBI_GP:CAA24435.1;Name=CAA24435.1;Note=gene 17%2C tail fiber protein;gbkey=CDS;product=CAA24435.1;protein_id=CAA24435.1;transl_table=11	211501
V01146.1	EMBL	CDS	36344	36547	.	+	0	ID=cds52;Dbxref=GOA:P03802,InterPro:IPR019682,UniProtKB/Swiss-Prot:P03802,NCBI_GP:CAA24436.1;Name=CAA24436.1;Note=gene 17.5%2C lysis protein [17];gbkey=CDS;product=CAA24436.1;protein_id=CAA24436.1;transl_table=11	29209
V01146.1	EMBL	CDS	36553	36822	.	+	0	ID=cds53;Dbxref=GOA:P03693,UniProtKB/Swiss-Prot:P03693,NCBI_GP:CAA24437.1;Name=CAA24437.1;Note=gene 18%2C DNA maturation protein;gbkey=CDS;product=CAA24437.1;protein_id=CAA24437.1;transl_table=11	36181
V01146.1	EMBL	promoter	36836	36836	.	+	.	ID=id39;Note=E. coli promoter E[6];gbkey=promoter	107
V01146.1	EMBL	sequence_secondary_structure	36856	36856	.	+	.	ID=id40;Note=RNase III site R18.5;gbkey=misc_structure	28
V01146.1	EMBL	CDS	36917	37348	.	+	0	ID=cds54;Dbxref=GOA:P03803,InterPro:IPR004929,InterPro:IPR016417,UniProtKB/Swiss-Prot:P03803,NCBI_GP:CAA24438.1;Name=CAA24438.1;Note=gene 18.5%2C homologous to lambda Rz lysis protein [10];gbkey=CDS;product=CAA24438.1;protein_id=CAA24438.1;transl_table=11	31566
V01146.1	EMBL	CDS	37032	37283	.	+	0	ID=cds55;Dbxref=InterPro:IPR020130,UniProtKB/Swiss-Prot:P03788,NCBI_GP:CAA24439.1;Name=CAA24439.1;Note=gene 18.7;gbkey=CDS;product=CAA24439.1;protein_id=CAA24439.1;transl_table=11	23082
V01146.1	EMBL	CDS	37370	39130	.	+	0	ID=cds56;Dbxref=GOA:P03694,UniProtKB/Swiss-Prot:P03694,NCBI_GP:CAA24440.1;Name=CAA24440.1;Note=gene 19%2C DNA maturation protein;gbkey=CDS;product=CAA24440.1;protein_id=CAA24440.1;transl_table=11	149746
V01146.1	EMBL	CDS	38016	38273	.	+	0	ID=cds57;Dbxref=InterPro:IPR020148,UniProtKB/Swiss-Prot:P03789,NCBI_GP:CAA24441.1;Name=CAA24441.1;Note=gene 19.2;gbkey=CDS;product=CAA24441.1;protein_id=CAA24441.1;transl_table=11	32536
V01146.1	EMBL	CDS	38553	38726	.	+	0	ID=cds58;Dbxref=UniProtKB/Swiss-Prot:P03790,NCBI_GP:CAA24442.1;Name=CAA24442.1;Note=gene 19.3;gbkey=CDS;product=CAA24442.1;protein_id=CAA24442.1;transl_table=11	20285
V01146.1	EMBL	promoter	39229	39229	.	+	.	ID=id41;Note=T7 promoter phiOR;gbkey=promoter	6771
V01146.1	EMBL	CDS	39389	39538	.	+	0	ID=cds59;Dbxref=UniProtKB/Swiss-Prot:P03804,NCBI_GP:CAA24443.1;Name=CAA24443.1;Note=gene 19.5;gbkey=CDS;product=CAA24443.1;protein_id=CAA24443.1;transl_table=11	49258
